,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
18785,Mercedes,E Class,2004,Sedan,300000.0,2200.0,Diesel,Automatic,6500.0,18,16666.666666666668
18786,Suzuki,Rare,2005,Hatchback,143000.0,1328.0,Petrol,Manual,3400.0,17,8411.764705882353
18787,Toyota,Auris,2015,Universal,150000.0,1400.0,Diesel,Manual,9100.0,7,21428.571428571428
18788,Toyota,Yaris,2010,Universal,210000.0,1328.0,Petrol,Manual,5300.0,12,17500.0
18789,Renault,Scenic,2014,Minivan,160000.0,1500.0,Diesel,Manual,7400.0,8,20000.0
18790,KIA,Rio,2004,Universal,163258.0,1400.0,Petrol,Manual,2600.0,18,9069.888888888889
18791,Toyota,Rare,2005,Hatchback,178000.0,999.0,Metan/Propan,Manual,3000.0,17,10470.588235294115
18792,Opel,Vectra,1996,Sedan,342514.0,1600.0,Petrol,Manual,1600.0,26,13173.615384615385
18793,Toyota,Rare,2018,SUV,42000.0,3500.0,Petrol,Automatic,25000.0,4,10500.0
18794,Ford,Fusion,2013,Sedan,102600.0,2000.0,Plug-in Hybrid,Automatic,10500.0,9,11400.0
18795,Toyota,Yaris,2003,Hatchback,251139.0,1000.0,Petrol,Manual,2600.0,19,13217.842105263158
18796,Nissan,Micra,2008,Hatchback,128000.0,1400.0,Petrol,Automatic,4300.0,14,9142.857142857143
18797,Audi,A6,2001,Sedan,250000.0,1800.0,Metan/Propan,Manual,4600.0,21,11904.761904761905
18798,Renault,Megane,2011,Universal,170000.0,1500.0,Diesel,Manual,4000.0,11,15454.545454545454
18799,Nissan,Qashqai+2,2011,SUV,192000.0,1500.0,Diesel,Manual,8990.0,11,17454.545454545456
18800,Peugeot,Altele,2003,Minivan,338344.0,2800.0,Diesel,Manual,2500.0,19,17807.57894736842
18801,Ford,Rare,1994,Universal,111111.0,1400.0,Petrol,Manual,400.0,28,3968.25
18802,Volkswagen,Passat,2001,Universal,4000.0,1900.0,Diesel,Manual,2300.0,21,190.47619047619048
18803,Opel,Astra,2012,Universal,225000.0,1300.0,Diesel,Manual,6000.0,10,22500.0
18804,Volkswagen,Passat,2016,Sedan,30100.0,1800.0,Petrol,Automatic,13500.0,6,5016.666666666667
18805,Renault,Grand Scenic,2017,Minivan,187000.0,1500.0,Diesel,Automatic,12950.0,5,37400.0
18806,Nissan,Qashqai,2010,Crossover,146900.0,1500.0,Diesel,Manual,8500.0,12,12241.666666666666
18807,Renault,Grand Scenic,2014,Minivan,169500.0,1500.0,Diesel,Automatic,8399.0,8,21187.5
18808,Volkswagen,Golf,1999,Hatchback,231428.0,1600.0,Petrol,Manual,2500.0,23,10062.08695652174
18809,Skoda,Fabia,2006,Universal,199709.0,1200.0,Petrol,Manual,2600.0,16,12481.8125
18810,Peugeot,307,2005,Hatchback,220000.0,1400.0,Petrol,Manual,2600.0,17,12941.176470588236
18811,Volkswagen,Passat,1986,Combi,10000.0,1600.0,Diesel,Manual,600.0,36,277.77777777777777
18812,Mercedes,C Class,2002,Sedan,300000.0,2700.0,Diesel,Automatic,1650.0,20,15000.0
18813,BMW,5 Series,2018,Sedan,120438.0,1998.0,Plug-in Hybrid,Automatic,31300.0,4,30109.5
18814,Honda,CR-V,2003,Crossover,450223.0,2000.0,Petrol,Manual,8800.0,19,23695.947368421053
18815,Renault,Scenic,2006,Universal,280000.0,1500.0,Diesel,Manual,2900.0,16,17500.0
18816,Hyundai,Sonata,2011,Sedan,180000.0,1998.0,Petrol,Automatic,5800.0,11,16363.636363636364
18817,Renault,Grand Scenic,2007,Universal,160000.0,1500.0,Diesel,Manual,1800.0,15,10666.666666666666
18818,Renault,Megane,2007,Universal,220000.0,1500.0,Diesel,Manual,1700.0,15,14666.666666666666
18819,Citroen,Berlingo,2004,Minivan,200000.0,200.0,Diesel,Manual,1600.0,18,11111.111111111111
18820,Hyundai,Getz,2006,Hatchback,226000.0,1400.0,Metan/Propan,Manual,3200.0,16,14125.0
18821,Lexus,GS Series,2001,Sedan,23000.0,3000.0,Petrol,Automatic,3500.0,21,1095.2380952380952
18822,BMW,7 Series,2000,Sedan,400000.0,3000.0,Diesel,Automatic,5500.0,22,18181.81818181818
18823,Mercedes,C Class,2011,Universal,240000.0,2146.0,Diesel,Manual,5800.0,11,21818.18181818182
18824,Renault,Scenic,2011,Hatchback,236000.0,1499.0,Diesel,Automatic,6300.0,11,21454.545454545456
18825,Volkswagen,Vento,1993,Sedan,97107.0,1800.0,Petrol,Manual,2000.0,29,3348.5172413793102
18826,Toyota,Rare,2012,Universal,100000.0,1800.0,Hybrid,Automatic,8500.0,10,10000.0
18827,Renault,Megane,2010,Universal,171200.0,1500.0,Diesel,Manual,5900.0,12,14266.666666666666
18828,Volkswagen,Touareg,2004,SUV,290000.0,2500.0,Diesel,Manual,7900.0,18,16111.111111111111
18829,Rare,Rare,2008,SUV,90000.0,3664.0,Petrol,Automatic,13400.0,14,6428.571428571428
18830,Volkswagen,Golf,2012,Hatchback,178500.0,2000.0,Petrol,Automatic,12500.0,10,17850.0
18831,Mercedes,E Class,2000,Universal,350000.0,2700.0,Diesel,Manual,2000.0,22,15909.09090909091
18832,Ford,Fusion,2013,Sedan,175859.0,2000.0,Hybrid,Automatic,8900.0,9,19539.88888888889
18833,Honda,Rare,2000,Hatchback,300000.0,1300.0,Petrol,Manual,750.0,22,13636.363636363636
18834,Toyota,Avensis,2005,Sedan,306000.0,200.0,Diesel,Manual,1500.0,17,18000.0
18835,Volkswagen,Transporter,1994,Minivan,286000.0,1900.0,Diesel,Manual,3100.0,28,10214.285714285714
18836,Opel,Astra,2006,Universal,260000.0,1300.0,Diesel,Manual,3200.0,16,16250.0
18837,Skoda,Fabia,2015,Combi,139000.0,1424.0,Diesel,Manual,6800.0,7,19857.14285714286
18838,Ford,Rare,1993,Sedan,31067.0,1391.0,Petrol,Manual,15000.0,29,1071.2758620689656
18839,Nissan,Rare,1998,Sedan,210000.0,2000.0,Petrol,Manual,3200.0,24,8750.0
18840,Mercedes,E Class,2005,Sedan,200000.0,3000.0,Diesel,Automatic,5200.0,17,11764.70588235294
18841,Citroen,Rare,2002,Hatchback,200000.0,1800.0,Petrol,Manual,1500.0,20,10000.0
18842,KIA,Rio,2007,Hatchback,185000.0,1400.0,Petrol,Manual,3200.0,15,12333.333333333334
18843,Mercedes,Series (W124),1995,Sedan,300000.0,2000.0,Metan/Propan,Manual,2850.0,27,11111.111111111111
18844,Audi,A4,2010,Sedan,177000.0,1984.0,Petrol,Automatic,9000.0,12,14750.0
18845,Toyota,Avensis,2009,Universal,287000.0,2200.0,Diesel,Manual,5500.0,13,22076.92307692308
18846,Mercedes,C Class,2004,Universal,240000.0,2200.0,Diesel,Automatic,4950.0,18,13333.333333333334
18847,Renault,Laguna,2002,Hatchback,280000.0,1800.0,Metan/Propan,Manual,2499.0,20,14000.0
18848,Opel,Vectra,1997,Hatchback,330000.0,1800.0,Petrol,Manual,1690.0,25,13200.0
18849,Mercedes,E Class,2014,Sedan,296000.0,2200.0,Diesel,Automatic,14400.0,8,37000.0
18850,Dacia,Logan,2005,Sedan,240000.0,1380.0,Petrol,Manual,2499.0,17,14117.64705882353
18851,Opel,Astra,2010,Universal,175000.0,1300.0,Diesel,Manual,6299.0,12,14583.333333333334
18852,Suzuki,Rare,2006,Crossover,224400.0,1300.0,Diesel,Manual,3500.0,16,14025.0
18853,Skoda,Fabia,2011,Minivan,191000.0,1200.0,Diesel,Manual,4797.0,11,17363.636363636364
18854,Hyundai,Santa FE,2015,Crossover,170000.0,2200.0,Diesel,Automatic,22000.0,7,24285.714285714286
18855,Volkswagen,Golf,1998,Hatchback,200000.0,1600.0,Petrol,Manual,1600.0,24,8333.333333333334
18856,Toyota,Yaris,2013,Hatchback,170000.0,1400.0,Diesel,Manual,6800.0,9,18888.88888888889
18857,Volvo,XC90,2004,Crossover,45000.0,2400.0,Diesel,Automatic,7500.0,18,2500.0
18858,KIA,Rare,2014,Sedan,41200.0,1600.0,Petrol,Automatic,9400.0,8,5150.0
18859,Opel,Zafira,2007,Minivan,320000.0,1800.0,Metan/Propan,Manual,5250.0,15,21333.33333333333
18860,Audi,A6,2000,Universal,335000.0,2500.0,Diesel,Automatic,3050.0,22,15227.272727272728
18861,Toyota,Avensis,2007,Sedan,173000.0,1600.0,Petrol,Manual,5500.0,15,11533.333333333334
18862,Rare,Rare,2010,SUV,110000.0,1997.0,Petrol,Manual,4199.0,12,9166.666666666666
18863,Opel,Rare,1992,Sedan,111111.0,1400.0,Metan/Propan,Manual,1000.0,30,3703.7
18864,Ford,Rare,1985,Universal,150000.0,2000.0,Metan/Propan,Manual,1000.0,37,4054.054054054054
18865,Mercedes,S Class,1979,Sedan,300000.0,2800.0,Petrol,Automatic,9800.0,43,6976.744186046512
18866,Toyota,Prius,2009,Universal,255000.0,1800.0,Hybrid,Automatic,9300.0,13,19615.384615384617
18867,Renault,Megane,2012,Hatchback,220000.0,1398.0,Metan/Propan,Manual,6200.0,10,22000.0
18868,Honda,Civic,2014,Sedan,115000.0,1500.0,Hybrid,Automatic,8700.0,8,14375.0
18869,Ford,Rare,1989,Universal,354889.0,2000.0,Petrol,Manual,900.0,33,10754.212121212122
18870,Renault,Grand Scenic,2017,Minivan,147477.0,1500.0,Diesel,Automatic,14500.0,5,29495.4
18871,Mercedes,Rare,2012,Sedan,151000.0,3000.0,Diesel,Automatic,28500.0,10,15100.0
18872,Toyota,Prius,2010,Sedan,325000.0,1800.0,Hybrid,Automatic,6999.0,12,27083.33333333333
18873,Toyota,Prius,2010,Sedan,369500.0,1800.0,Hybrid,Automatic,7000.0,12,30791.666666666668
18874,Toyota,Prius,2008,Hatchback,260300.0,1500.0,Petrol,Automatic,6299.0,14,18592.85714285714
18875,Renault,Grand Scenic,2012,Minivan,190000.0,1500.0,Diesel,Automatic,6350.0,10,19000.0
18876,Volkswagen,Transporter,1988,Minivan,100000.0,1900.0,Diesel,Manual,1900.0,34,2941.176470588235
18877,Vaz,2106,1999,Sedan,90000.0,1500.0,Petrol,Manual,1200.0,23,3913.0434782608695
18878,BMW,5 Series,2002,Sedan,280000.0,2200.0,Petrol,Manual,5200.0,20,14000.0
18879,Mercedes,M Class,2013,SUV,216000.0,2500.0,Diesel,Automatic,24999.0,9,24000.0
18880,Mercedes,Series (W124),1994,Coupe,250000.0,3200.0,Metan/Propan,Automatic,5500.0,28,8928.57142857143
18881,Opel,Combo,2006,Minivan,236659.0,1248.0,Diesel,Manual,2199.0,16,14791.1875
18882,BMW,5 Series,1999,Sedan,270000.0,200.0,Petrol,Manual,3500.0,23,11739.130434782608
18883,Mercedes,Rare,2016,SUV,184000.0,2196.0,Diesel,Automatic,22000.0,6,30666.666666666668
18884,Renault,Megane,2005,Sedan,258030.0,1500.0,Diesel,Manual,2600.0,17,15178.235294117649
18885,Renault,Grand Scenic,2012,Minivan,200000.0,1500.0,Diesel,Manual,6800.0,10,20000.0
18886,Dacia,Logan,2009,Sedan,90000.0,1400.0,Petrol,Manual,4600.0,13,6923.076923076923
18887,Hyundai,Rare,2000,Minivan,270000.0,2500.0,Diesel,Manual,2000.0,22,12272.727272727272
18888,Mercedes,E Class,2000,Sedan,235200.0,3222.0,Diesel,Automatic,2700.0,22,10690.90909090909
18889,BMW,Rare,2016,Coupe,25000.0,2999.0,Petrol,Automatic,27900.0,6,4166.666666666667
18890,Skoda,Fabia,2006,Universal,390000.0,1422.0,Diesel,Manual,3600.0,16,24375.0
18891,Porsche,Cayenne,2013,Crossover,182000.0,3000.0,Diesel,Automatic,24900.0,9,20222.222222222223
18892,Opel,Corsa,2004,Sedan,300000.0,1200.0,Petrol,Manual,1300.0,18,16666.666666666668
18893,Ford,Fusion,2006,Hatchback,136000.0,1400.0,Diesel,Manual,2300.0,16,8500.0
18894,Toyota,Auris,2009,Hatchback,156000.0,1400.0,Diesel,Automatic,3900.0,13,12000.0
18895,Audi,A4,2011,Sedan,136000.0,2000.0,Petrol,Automatic,6300.0,11,12363.636363636364
18896,Hyundai,Accent,2003,Sedan,189000.0,1500.0,Petrol,Manual,1100.0,19,9947.368421052632
18897,Chevrolet,Rare,2006,Universal,112000.0,1600.0,Petrol,Manual,1600.0,16,7000.0
18898,Honda,CR-V,2015,Crossover,120000.0,2200.0,Diesel,Automatic,10700.0,7,17142.85714285714
18899,Toyota,Rare,2007,Hatchback,123000.0,1000.0,Petrol,Automatic,2100.0,15,8200.0
18900,BMW,5 Series,2004,Sedan,220000.0,2200.0,Petrol,Automatic,2500.0,18,12222.222222222224
18901,Volkswagen,Golf,2007,Hatchback,154000.0,1600.0,Petrol,Automatic,3200.0,15,10266.666666666666
18902,Skoda,Superb,2012,Universal,198000.0,2000.0,Diesel,Manual,6900.0,10,19800.0
18903,Renault,Laguna,2007,Universal,89000.0,1500.0,Diesel,Manual,1800.0,15,5933.333333333333
18904,Citroen,Rare,2004,Hatchback,115000.0,1400.0,Diesel,Manual,1400.0,18,6388.888888888889
18905,Lexus,GS Series,2007,Sedan,156200.0,3000.0,Petrol,Automatic,6200.0,15,10413.333333333334
18906,Skoda,Superb,2013,Sedan,177777.0,1996.0,Diesel,Automatic,13499.0,9,19753.0
18907,Audi,Q7,2007,SUV,189000.0,3000.0,Diesel,Automatic,10200.0,15,12600.0
18908,Toyota,Rare,2009,Minivan,89000.0,1800.0,Petrol,Automatic,4900.0,13,6846.153846153846
18909,Seat,Rare,2010,Hatchback,111000.0,1400.0,Petrol,Manual,2800.0,12,9250.0
18910,Renault,Grand Scenic,2007,Minivan,135000.0,2000.0,Petrol,Manual,2600.0,15,9000.0
18911,Ford,Fiesta,2004,Hatchback,156000.0,1400.0,Diesel,Manual,1550.0,18,8666.666666666666
18912,Citroen,C3,2007,Hatchback,156800.0,1400.0,Petrol,Automatic,2150.0,15,10453.333333333334
18913,Peugeot,Rare,2009,Hatchback,165000.0,1600.0,Petrol,Automatic,2200.0,13,12692.307692307691
18914,Opel,Astra,1999,Sedan,123600.0,1600.0,Petrol,Manual,1300.0,23,5373.913043478261
18915,Toyota,Corolla,2006,Hatchback,220000.0,1600.0,Metan/Propan,Manual,4900.0,16,13750.0
18916,Opel,Astra,2014,Hatchback,125300.0,1400.0,Petrol,Automatic,4800.0,8,15662.5
18917,Fiat,Rare,2004,Universal,189000.0,1400.0,Petrol,Manual,1700.0,18,10500.0
18918,Nissan,Almera,2005,Sedan,89000.0,1500.0,Diesel,Manual,1900.0,17,5235.294117647059
18919,Toyota,C-HR,2018,Crossover,25000.0,1800.0,Hybrid,Automatic,13700.0,4,6250.0
18920,Mercedes,S Class,1997,Sedan,400000.0,300.0,Diesel,Automatic,5500.0,25,16000.0
18921,Skoda,Octavia,2013,Universal,232000.0,1400.0,Petrol,Manual,8400.0,9,25777.777777777777
18922,Toyota,Auris,2010,Universal,179000.0,1400.0,Diesel,Manual,6900.0,12,14916.666666666666
18923,Opel,Zafira,2005,Minivan,265000.0,1600.0,Metan/Propan,Manual,4200.0,17,15588.235294117649
18924,BMW,5 Series,2002,Sedan,379238.0,2500.0,Diesel,Manual,5450.0,20,18961.9
18925,Mercedes,E Class,2007,Sedan,300000.0,3000.0,Diesel,Automatic,6000.0,15,20000.0
18926,Renault,Megane,2011,Universal,240000.0,1500.0,Diesel,Manual,5000.0,11,21818.18181818182
18927,Volkswagen,Golf,1993,Sedan,4450.0,4450.0,Metan/Propan,Manual,1450.0,29,153.44827586206895
18928,Land Rover,Rare,2008,SUV,145000.0,3000.0,Diesel,Automatic,10700.0,14,10357.142857142857
18929,Chevrolet,Aveo,2009,Sedan,187000.0,1400.0,Petrol,Manual,1900.0,13,14384.615384615385
18930,Toyota,Rare,2005,Hatchback,188000.0,1000.0,Petrol,Manual,1599.0,17,11058.823529411764
18931,Audi,A4,2009,Sedan,340000.0,1800.0,Petrol,Manual,7000.0,13,26153.846153846152
18932,Mercedes,E Class,2001,Sedan,301069.0,2200.0,Diesel,Automatic,5500.0,21,14336.619047619048
18933,BMW,7 Series,1999,Sedan,277000.0,3900.0,Diesel,Automatic,2000.0,23,12043.478260869566
18934,Renault,Kangoo,2014,Minivan,148084.0,1500.0,Diesel,Manual,6199.0,8,18510.5
18935,Renault,Megane,2015,Hatchback,117671.0,1500.0,Diesel,Manual,9299.0,7,16810.14285714286
18936,Hyundai,Rare,2009,Hatchback,123000.0,1400.0,Petrol,Manual,5500.0,13,9461.53846153846
18937,Chevrolet,Rare,2011,SUV,160000.0,2400.0,Petrol,Automatic,10200.0,11,14545.454545454546
18938,Lexus,IS Series,2007,Sedan,123456.0,2200.0,Diesel,Automatic,5000.0,15,8230.4
18939,Citroen,Rare,2011,Minivan,163000.0,1400.0,Diesel,Manual,2950.0,11,14818.181818181818
18940,Toyota,Corolla,2005,Coupe,305000.0,2000.0,Diesel,Manual,1700.0,17,17941.176470588234
18941,Mercedes,C Class,1994,Sedan,340000.0,1800.0,Metan/Propan,Manual,2600.0,28,12142.857142857143
18942,Volkswagen,Transporter,2014,Minivan,256000.0,2500.0,Diesel,Manual,8900.0,8,32000.0
18943,KIA,Rare,2004,Sedan,214567.0,1600.0,Metan/Propan,Manual,1500.0,18,11920.388888888889
18944,Ford,Mondeo,2004,Sedan,214567.0,1600.0,Metan/Propan,Manual,2450.0,18,11920.388888888889
18945,Seat,Rare,2001,Universal,214567.0,1600.0,Metan/Propan,Manual,1650.0,21,10217.47619047619
18946,Volkswagen,Passat,1995,Universal,270888.0,1800.0,Metan/Propan,Manual,1650.0,27,10032.888888888889
18947,Opel,Rare,1995,Sedan,125000.0,2000.0,Metan/Propan,Manual,950.0,27,4629.62962962963
18948,Opel,Corsa,2005,Hatchback,214567.0,1300.0,Diesel,Manual,2100.0,17,12621.588235294115
18949,Seat,Rare,2000,Sedan,196186.0,1600.0,Petrol,Manual,1430.0,22,8917.545454545454
18950,Honda,Civic,1996,Sedan,150333.0,1400.0,Petrol,Manual,1200.0,26,5782.038461538462
18951,Mitsubishi,Rare,2004,Minivan,272000.0,1898.0,Diesel,Manual,2500.0,18,15111.111111111111
18952,Volkswagen,Golf,2001,Universal,280000.0,1900.0,Diesel,Manual,4000.0,21,13333.333333333334
18953,Hyundai,Santa FE,2006,Crossover,219954.0,2200.0,Diesel,Manual,7800.0,16,13747.125
18954,Mazda,3,2007,Sedan,132000.0,2000.0,Petrol,Automatic,3600.0,15,8800.0
18955,Skoda,Octavia,2004,Universal,178000.0,1600.0,Petrol,Manual,4000.0,18,9888.888888888889
18956,Toyota,Avensis,2004,Sedan,180000.0,1800.0,Metan/Propan,Manual,3950.0,18,10000.0
18957,KIA,Optima,2016,Sedan,70000.0,1600.0,Petrol,Automatic,12500.0,6,11666.666666666666
18958,Audi,A6,1999,Universal,300000.0,2500.0,Diesel,Manual,3300.0,23,13043.478260869566
18959,KIA,Rio,2001,Sedan,200000.0,1500.0,Petrol,Automatic,1300.0,21,9523.809523809525
18960,Chevrolet,Aveo,2012,Sedan,200000.0,1200.0,Petrol,Manual,4199.0,10,20000.0
18961,Mercedes,Series (W124),1993,Sedan,396000.0,2500.0,Diesel,Manual,2500.0,29,13655.172413793103
18962,Mercedes,E Class,1998,Sedan,450000.0,1999.0,Petrol,Manual,2900.0,24,18750.0
18963,Opel,Astra,2005,Universal,220000.0,1400.0,Petrol,Manual,3500.0,17,12941.176470588236
18964,Toyota,Avensis,2012,Universal,240000.0,1800.0,Petrol,Automatic,9300.0,10,24000.0
18965,Mercedes,C Class,2009,Universal,261500.0,1800.0,Petrol,Automatic,7600.0,13,20115.384615384617
18966,Dacia,Logan,2009,Universal,150000.0,1400.0,Metan/Propan,Manual,3000.0,13,11538.46153846154
18967,Peugeot,Rare,1999,Minivan,406961.0,1905.0,Diesel,Manual,1550.0,23,17693.956521739132
18968,Renault,Rare,2006,Minivan,260508.0,1900.0,Diesel,Manual,3900.0,16,16281.75
18969,Daihatsu,Rare,2009,Crossover,180000.0,1500.0,Metan/Propan,Automatic,4500.0,13,13846.153846153846
18970,Dacia,Lodgy,2014,Universal,187000.0,1500.0,Diesel,Manual,4999.0,8,23375.0
18971,Volkswagen,Caddy,2013,Minivan,120000.0,1600.0,Diesel,Manual,6800.0,9,13333.333333333334
18972,Mercedes,GLC,2015,Crossover,190000.0,2143.0,Diesel,Automatic,25000.0,7,27142.85714285714
18973,Renault,Kangoo,2016,Combi,207000.0,1500.0,Diesel,Manual,4899.0,6,34500.0
18974,Lexus,CT Series,2015,Sedan,95000.0,1800.0,Hybrid,Automatic,13900.0,7,13571.42857142857
18975,Skoda,Octavia,2010,Universal,200200.0,1400.0,Petrol,Automatic,7000.0,12,16683.333333333332
18976,Toyota,Avensis,2014,Universal,85000.0,2000.0,Diesel,Manual,10000.0,8,10625.0
18977,Chrysler,Rare,2002,Minivan,250000.0,2500.0,Diesel,Manual,2450.0,20,12500.0
18978,Volkswagen,Passat CC,2011,Sedan,196350.0,1800.0,Petrol,Manual,8500.0,11,17850.0
18979,Volvo,XC90,2006,SUV,263500.0,2400.0,Diesel,Manual,5000.0,16,16468.75
18980,Ford,Transit Connect,2010,Minivan,242500.0,1800.0,Diesel,Manual,4000.0,12,20208.33333333333
18981,Chevrolet,Rare,2007,SUV,172000.0,2000.0,Diesel,Automatic,7900.0,15,11466.666666666666
18982,Nissan,Primera,1993,Sedan,129000.0,1600.0,Petrol,Manual,1500.0,29,4448.275862068966
18983,Opel,Astra,2006,Minivan,256000.0,1300.0,Diesel,Manual,4300.0,16,16000.0
18984,BMW,Rare,2015,Hatchback,220000.0,1496.0,Diesel,Manual,8999.0,7,31428.571428571428
18985,KIA,Ceed,2012,Universal,220000.0,1396.0,Diesel,Manual,7199.0,10,22000.0
18986,BMW,X5,2006,Crossover,285000.0,3000.0,Diesel,Automatic,4000.0,16,17812.5
18987,BMW,X5,2006,Crossover,340000.0,3000.0,Diesel,Automatic,4000.0,16,21250.0
18988,Mercedes,E Class,2004,Sedan,270200.0,2200.0,Diesel,Automatic,7200.0,18,15011.111111111111
18989,Audi,A4,2012,Universal,281682.0,2000.0,Diesel,Automatic,14499.0,10,28168.2
18990,Toyota,Corolla,2006,Hatchback,220000.0,1400.0,Diesel,Manual,5900.0,16,13750.0
18991,Mercedes,S Class,2011,Sedan,228000.0,2999.0,Diesel,Automatic,20999.0,11,20727.272727272728
18992,Audi,A4,2013,Sedan,138654.0,2000.0,Petrol,Automatic,13200.0,9,15406.0
18993,Volkswagen,Golf,1993,Hatchback,203000.0,1386.0,Petrol,Manual,1350.0,29,7000.0
18994,Mercedes,Rare,2006,Coupe,187400.0,3000.0,Diesel,Automatic,4500.0,16,11712.5
18995,Mitsubishi,Rare,2020,SUV,12000.0,1498.0,Petrol,Automatic,9900.0,2,6000.0
18996,Mercedes,S Class,2003,Hatchback,345401.0,400.0,Diesel,Automatic,2450.0,19,18179.0
18997,Land Rover,Rare,2006,Universal,200000.0,300.0,Diesel,Automatic,3500.0,16,12500.0
18998,Volkswagen,Polo,2003,Hatchback,20000.0,1400.0,Petrol,Manual,1300.0,19,1052.6315789473683
18999,Honda,CR-V,2012,SUV,112000.0,2000.0,Metan/Propan,Manual,11500.0,10,11200.0
19000,Skoda,Superb,2019,Sedan,89948.0,2000.0,Diesel,Automatic,28999.0,3,29982.666666666668
19001,Volkswagen,Passat,1996,Sedan,406000.0,1781.0,Petrol,Manual,1400.0,26,15615.384615384615
19002,BMW,5 Series,2005,Sedan,180000.0,2000.0,Petrol,Manual,6000.0,17,10588.235294117649
19003,Mercedes,Series (W124),1990,Sedan,350000.0,2600.0,Metan/Propan,Automatic,2500.0,32,10937.5
19004,Nissan,Almera,2005,Hatchback,187000.0,1500.0,Petrol,Manual,2150.0,17,11000.0
19005,Toyota,Rav 4,2008,Crossover,180000.0,2000.0,Petrol,Automatic,6700.0,14,12857.142857142857
19006,Mercedes,GLK Class,2009,Crossover,187000.0,2200.0,Diesel,Automatic,11000.0,13,14384.615384615385
19007,Dacia,Duster,2019,SUV,70000.0,1500.0,Diesel,Manual,12800.0,3,23333.33333333333
19008,Dacia,Duster,2015,Crossover,171000.0,1461.0,Diesel,Manual,7590.0,7,24428.571428571428
19009,Honda,Civic,1998,Hatchback,250000.0,1400.0,Petrol,Manual,2100.0,24,10416.666666666666
19010,Audi,A4,2012,Universal,225920.0,2000.0,Diesel,Manual,11999.0,10,22592.0
19011,Mercedes,E Class,2009,Sedan,197500.0,2200.0,Diesel,Automatic,14699.0,13,15192.307692307691
19012,Chevrolet,Rare,2017,Sedan,45000.0,1400.0,Petrol,Automatic,8600.0,5,9000.0
19013,Skoda,Superb,2017,Sedan,149000.0,1984.0,Petrol,Automatic,23900.0,5,29800.0
19014,Renault,Rare,2015,Universal,167000.0,1461.0,Diesel,Manual,6600.0,7,23857.14285714286
19015,Infiniti,Rare,2014,Crossover,89000.0,3700.0,Petrol,Automatic,22900.0,8,11125.0
19016,Volkswagen,Passat,2013,Sedan,91950.0,2000.0,Diesel,Manual,12999.0,9,10216.666666666666
19017,Renault,Grand Scenic,2017,Minivan,155000.0,1500.0,Diesel,Automatic,16000.0,5,31000.0
19018,Mercedes,GLE,2017,SUV,180000.0,2200.0,Diesel,Automatic,27000.0,5,36000.0
19019,Volkswagen,Touareg,2004,SUV,190000.0,2500.0,Diesel,Manual,5500.0,18,10555.555555555557
19020,BMW,X5,2015,SUV,110000.0,2500.0,Diesel,Automatic,22000.0,7,15714.285714285714
19021,Ford,Rare,2016,Crossover,92000.0,1500.0,Petrol,Automatic,14499.0,6,15333.333333333334
19022,BMW,3 Series,1997,Sedan,420000.0,1800.0,Petrol,Manual,2099.0,25,16800.0
19023,Hyundai,Santa FE,2006,Crossover,212500.0,2200.0,Diesel,Automatic,9000.0,16,13281.25
19024,Opel,Insignia,2011,Sedan,132000.0,1800.0,Petrol,Manual,7500.0,11,12000.0
19025,Hyundai,Rare,1992,Sedan,250000.0,1600.0,Petrol,Manual,1450.0,30,8333.333333333334
19026,BMW,7 Series,1985,Sedan,247000.0,2800.0,Petrol,Manual,3500.0,37,6675.675675675676
19027,Opel,Astra,2008,Universal,244000.0,1248.0,Diesel,Manual,4200.0,14,17428.571428571428
19028,Hyundai,Tucson,2007,Crossover,210000.0,2000.0,Metan/Propan,Manual,6250.0,15,14000.0
19029,Toyota,Corolla,2005,Universal,315000.0,1400.0,Diesel,Manual,6250.0,17,18529.41176470588
19030,Opel,Astra,2006,Universal,193812.0,1380.0,Diesel,Manual,3600.0,16,12113.25
19031,Honda,CR-V,2010,Crossover,170000.0,2200.0,Diesel,Automatic,13350.0,12,14166.666666666666
19032,Toyota,Avensis,2003,Sedan,289000.0,2000.0,Diesel,Manual,5350.0,19,15210.526315789471
19033,Ford,Mondeo,2016,Sedan,118000.0,1500.0,Diesel,Manual,12000.0,6,19666.666666666668
19034,Dacia,Duster,2013,Crossover,120000.0,1500.0,Diesel,Manual,6900.0,9,13333.333333333334
19035,Peugeot,Rare,2015,Universal,151000.0,1600.0,Diesel,Automatic,10900.0,7,21571.42857142857
19036,BMW,5 Series,1995,Sedan,250000.0,2500.0,Diesel,Manual,1800.0,27,9259.25925925926
19037,Mini,Rare,2020,Coupe,3000.0,1998.0,Petrol,Automatic,17000.0,2,1500.0
19038,Mercedes,E Class,1991,Sedan,280000.0,2600.0,Petrol,Automatic,2999.0,31,9032.258064516129
19039,Volkswagen,Touran,2004,Minivan,170000.0,1400.0,Petrol,Manual,4500.0,18,9444.444444444443
19040,Volvo,Rare,2010,Sedan,170000.0,2000.0,Petrol,Manual,10000.0,12,14166.666666666666
19041,BMW,5 Series,2013,Sedan,165000.0,2000.0,Diesel,Automatic,18299.0,9,18333.33333333333
19042,Mercedes,Rare,2017,Crossover,70000.0,2143.0,Diesel,Automatic,45900.0,5,14000.0
