,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
4726,Dacia,Logan,2014,Sedan,138000.0,1200.0,Metan/Propan,Manual,4699.0,8,17250.0
4727,Peugeot,206,2000,Hatchback,146000.0,1400.0,Metan/Propan,Automatic,2599.0,22,6636.363636363636
4728,Land Rover,Rare,2014,Crossover,144000.0,2200.0,Diesel,Automatic,17999.0,8,18000.0
4729,Opel,Meriva,2011,Universal,219000.0,1300.0,Diesel,Manual,4899.0,11,19909.090909090908
4730,Skoda,Octavia,2007,Hatchback,200000.0,2000.0,Diesel,Manual,5799.0,15,13333.333333333334
4731,Skoda,Fabia,2015,Universal,124000.0,1400.0,Diesel,Manual,6250.0,7,17714.285714285714
4732,BMW,5 Series,2004,Sedan,218000.0,3000.0,Diesel,Automatic,8699.0,18,12111.111111111111
4733,Citroen,Rare,2006,Universal,260000.0,1600.0,Diesel,Manual,2799.0,16,16250.0
4734,Volkswagen,Rare,2005,Hatchback,260000.0,1900.0,Diesel,Manual,4799.0,17,15294.117647058823
4735,Volkswagen,Passat CC,2013,Sedan,122000.0,2000.0,Petrol,Automatic,11799.0,9,13555.555555555557
4736,Toyota,Urban Cruiser,2010,Crossover,195000.0,1400.0,Diesel,Manual,6500.0,12,16250.0
4737,Toyota,Auris,2011,Hatchback,171000.0,1800.0,Hybrid,Automatic,9299.0,11,15545.454545454546
4738,Skoda,Octavia,2015,Universal,180800.0,2000.0,Diesel,Automatic,14350.0,7,25828.571428571428
4739,Mercedes,E Class,2013,Sedan,204000.0,2200.0,Diesel,Automatic,18700.0,9,22666.666666666668
4740,Volkswagen,Passat,2015,Sedan,110000.0,1598.0,Diesel,Automatic,13500.0,7,15714.285714285714
4741,BMW,5 Series,1999,Sedan,200000.0,2500.0,Diesel,Automatic,1700.0,23,8695.652173913044
4742,Mercedes,M Class,2008,SUV,215000.0,3000.0,Diesel,Automatic,14500.0,14,15357.142857142857
4743,Skoda,Rare,2009,Universal,240000.0,1200.0,Petrol,Manual,4000.0,13,18461.53846153846
4744,Toyota,Rav 4,2015,SUV,245000.0,2000.0,Petrol,Manual,13900.0,7,35000.0
4745,Volkswagen,Golf,2009,Hatchback,185000.0,1400.0,Petrol,Manual,6999.0,13,14230.76923076923
4746,Volkswagen,Tiguan,2012,Crossover,180000.0,1984.0,Petrol,Automatic,12300.0,10,18000.0
4747,Volvo,Rare,2017,Sedan,52800.0,2000.0,Petrol,Automatic,25000.0,5,10560.0
4748,Toyota,Rav 4,2017,Crossover,95000.0,2500.0,Hybrid,Automatic,20500.0,5,19000.0
4749,Audi,A6,2007,Sedan,270000.0,2000.0,Diesel,Automatic,5000.0,15,18000.0
4750,Renault,Megane,2014,Universal,163000.0,1500.0,Diesel,Manual,7600.0,8,20375.0
4751,Toyota,Avensis,2006,Universal,300000.0,2200.0,Diesel,Manual,6500.0,16,18750.0
4752,Porsche,Cayenne,2012,Crossover,103000.0,2995.0,Hybrid,Automatic,28000.0,10,10300.0
4753,Honda,Accord,2020,Sedan,6900.0,1500.0,Petrol,Automatic,16990.0,2,3450.0
4754,Opel,Zafira,2001,Universal,385680.0,1995.0,Diesel,Manual,2490.0,21,18365.714285714286
4755,Renault,Grand Scenic,2015,Minivan,220000.0,1500.0,Diesel,Automatic,8550.0,7,31428.571428571428
4756,Mercedes,E Class,2014,Sedan,137000.0,2200.0,Diesel,Automatic,19950.0,8,17125.0
4757,BMW,3 Series,2018,Sedan,15000.0,2000.0,Plug-in Hybrid,Automatic,22800.0,4,3750.0
4758,Mercedes,E Class,2008,Sedan,257840.0,2200.0,Diesel,Automatic,6200.0,14,18417.14285714286
4759,Mercedes,E Class,2015,Universal,117000.0,2200.0,Diesel,Automatic,16500.0,7,16714.285714285714
4760,Mitsubishi,Rare,2002,Universal,281346.0,1600.0,Metan/Propan,Manual,1900.0,20,14067.3
4761,Volkswagen,Transporter,2009,Microvan,200000.0,2000.0,Diesel,Manual,9999.0,13,15384.615384615385
4762,BMW,5 Series,2002,Sedan,232000.0,2500.0,Diesel,Manual,4800.0,20,11600.0
4763,Skoda,Octavia,2011,Universal,185600.0,1200.0,Petrol,Manual,6750.0,11,16872.727272727272
4764,Mercedes,Series (W124),1995,Sedan,270000.0,2500.0,Diesel,Automatic,1600.0,27,10000.0
4765,Mercedes,C Class,2012,Sedan,185000.0,2200.0,Diesel,Automatic,14499.0,10,18500.0
4766,Renault,Megane,2015,Universal,118000.0,1500.0,Diesel,Automatic,8599.0,7,16857.14285714286
4767,Mercedes,C Class,2012,Minivan,270000.0,2200.0,Diesel,Automatic,10999.0,10,27000.0
4768,Mercedes,GLC,2019,SUV,27000.0,2000.0,Plug-in Hybrid,Automatic,39999.0,3,9000.0
4769,Volkswagen,Passat,2014,Sedan,138000.0,1400.0,Petrol,Automatic,9799.0,8,17250.0
4770,Lexus,CT Series,2014,Hatchback,197000.0,1800.0,Hybrid,Automatic,13499.0,8,24625.0
4771,Skoda,Octavia,2009,Sedan,262000.0,1400.0,Petrol,Manual,5999.0,13,20153.846153846152
4772,Audi,Q7,2016,SUV,150000.0,2980.0,Diesel,Automatic,52222.0,6,25000.0
4773,Audi,A6,2008,Universal,285000.0,2700.0,Diesel,Manual,6000.0,14,20357.14285714286
4774,Mercedes,E Class,2008,Sedan,222222.0,3000.0,Diesel,Automatic,3700.0,14,15873.0
4775,Renault,Scenic,2012,Microvan,215000.0,1500.0,Diesel,Manual,6750.0,10,21500.0
4776,Skoda,Superb,2009,Hatchback,169500.0,1398.0,Petrol,Manual,7100.0,13,13038.46153846154
4777,BMW,5 Series,2003,Sedan,10000.0,2200.0,Petrol,Manual,6800.0,19,526.3157894736842
4778,Rare,Rare,2017,Hatchback,41000.0,1200.0,Petrol,Automatic,4950.0,5,8200.0
4779,Opel,Insignia,2009,Hatchback,223000.0,2000.0,Diesel,Manual,5000.0,13,17153.846153846152
4780,Mitsubishi,Rare,2009,Pickup,270000.0,2500.0,Diesel,Manual,7500.0,13,20769.23076923077
4781,Volvo,Rare,1998,Sedan,240770.0,1984.0,Petrol,Manual,3500.0,24,10032.083333333334
4782,Mercedes,Rare,2011,SUV,172000.0,4500.0,Metan/Propan,Automatic,23900.0,11,15636.363636363636
4783,Vaz,Rare,1997,Sedan,222222.0,1500.0,Petrol,Manual,3650.0,25,8888.88
4784,Renault,Rare,2014,Hatchback,138000.0,1500.0,Diesel,Manual,8000.0,8,17250.0
4785,Nissan,Qashqai+2,2010,Crossover,145000.0,1500.0,Diesel,Manual,8700.0,12,12083.333333333334
4786,KIA,Sportage,2006,SUV,185000.0,2000.0,Petrol,Manual,6000.0,16,11562.5
4787,BMW,5 Series,2002,Sedan,298000.0,2000.0,Diesel,Manual,5200.0,20,14900.0
4788,Fiat,Rare,2012,Hatchback,172000.0,875.0,Petrol,Manual,7999.0,10,17200.0
4789,Toyota,Corolla Verso,2004,Microvan,26000.0,1800.0,Petrol,Manual,6000.0,18,1444.4444444444443
4790,Volkswagen,Rare,2002,Sedan,200000.0,2000.0,Petrol,Manual,2800.0,20,10000.0
4791,BMW,3 Series,2010,Universal,185000.0,2000.0,Diesel,Automatic,8900.0,12,15416.666666666666
4792,Volkswagen,Golf,2007,Universal,158340.0,1400.0,Petrol,Manual,5500.0,15,10556.0
4793,Hyundai,Rare,2013,Sedan,140000.0,1800.0,Petrol,Automatic,8500.0,9,15555.555555555557
4794,Opel,Insignia,2010,Universal,255000.0,1956.0,Diesel,Automatic,4600.0,12,21250.0
4795,Citroen,Rare,2001,Minivan,350000.0,1800.0,Metan/Propan,Manual,2350.0,21,16666.666666666668
4796,Nissan,Primera,2004,Sedan,188800.0,2000.0,Petrol,Automatic,3000.0,18,10488.888888888889
4797,Nissan,Juke,2014,SUV,119000.0,1600.0,Petrol,Automatic,13850.0,8,14875.0
4798,Ford,Mondeo,2007,Universal,220000.0,2000.0,Diesel,Manual,5200.0,15,14666.666666666666
4799,Dodge,Rare,2007,Crossover,215211.0,2000.0,Metan/Propan,Automatic,5499.0,15,14347.4
4800,Skoda,Superb,2016,Hatchback,115000.0,2000.0,Diesel,Manual,15900.0,6,19166.666666666668
4801,BMW,5 Series,2003,Sedan,218000.0,3000.0,Diesel,Automatic,9000.0,19,11473.684210526317
4802,Volkswagen,Passat,2015,Universal,195000.0,1600.0,Diesel,Manual,12100.0,7,27857.14285714286
4803,Toyota,Auris,2014,Hatchback,160000.0,1400.0,Diesel,Manual,7600.0,8,20000.0
4804,Toyota,Prius,2016,Sedan,30000.0,1800.0,Hybrid,Automatic,13999.0,6,5000.0
4805,Mercedes,E Class,2002,Sedan,215678.0,2200.0,Diesel,Automatic,4000.0,20,10783.9
4806,Skoda,Rare,2012,Crossover,68000.0,1200.0,Petrol,Automatic,8300.0,10,6800.0
4807,Ford,Focus,2012,Universal,160304.0,1000.0,Petrol,Manual,4999.0,10,16030.4
4808,Mercedes,A Class,1999,Universal,178400.0,1600.0,Petrol,Automatic,3500.0,23,7756.521739130435
4809,Volkswagen,Rare,2007,Minivan,260000.0,2500.0,Diesel,Manual,8200.0,15,17333.333333333332
4810,Volvo,Rare,2016,Universal,157000.0,2000.0,Diesel,Automatic,28999.0,6,26166.666666666668
4811,Volkswagen,Jetta,2016,Hatchback,82000.0,1400.0,Petrol,Automatic,9300.0,6,13666.666666666666
4812,BMW,5 Series,2015,Sedan,140000.0,2000.0,Diesel,Automatic,24000.0,7,20000.0
4813,KIA,Ceed,2014,Hatchback,160174.0,1396.0,Diesel,Manual,6700.0,8,20021.75
4814,Dacia,Logan,2013,Universal,105679.0,898.0,Metan/Propan,Manual,5399.0,9,11742.111111111111
4815,Hyundai,Getz,2005,Hatchback,300000.0,1100.0,Petrol,Manual,2600.0,17,17647.058823529413
4816,Toyota,Rare,2013,Minivan,85000.0,1800.0,Petrol,Automatic,11500.0,9,9444.444444444443
4817,BMW,X3,2008,SUV,160000.0,1995.0,Diesel,Automatic,9800.0,14,11428.57142857143
4818,Volvo,XC90,2012,SUV,170000.0,2400.0,Diesel,Automatic,18000.0,10,17000.0
4819,Peugeot,Rare,2007,Cabriolet,200000.0,1560.0,Diesel,Manual,5999.0,15,13333.333333333334
4820,Hyundai,Santa FE,2014,SUV,166000.0,2200.0,Diesel,Automatic,19500.0,8,20750.0
4821,Volkswagen,Golf,2000,Roadster,23000.0,1900.0,Diesel,Automatic,1000.0,22,1045.4545454545455
4822,Lincoln,Rare,2015,SUV,120000.0,3500.0,Petrol,Automatic,28000.0,7,17142.85714285714
4823,Peugeot,Rare,2000,Minivan,200000.0,1900.0,Diesel,Manual,1100.0,22,9090.90909090909
4824,Dacia,Logan,2010,Sedan,220000.0,1500.0,Diesel,Manual,3000.0,12,18333.33333333333
4825,BMW,5 Series,2017,Sedan,67000.0,1998.0,Plug-in Hybrid,Automatic,37950.0,5,13400.0
4826,Volkswagen,Tiguan,2010,SUV,149000.0,1400.0,Petrol,Manual,8500.0,12,12416.666666666666
4827,Jeep,Rare,2006,SUV,320000.0,3000.0,Diesel,Automatic,13300.0,16,20000.0
4828,Honda,Rare,2005,Hatchback,270000.0,1400.0,Petrol,Manual,2500.0,17,15882.35294117647
4829,Chevrolet,Rare,2012,Sedan,122000.0,1800.0,Metan/Propan,Automatic,6800.0,10,12200.0
4830,Volkswagen,Golf,2000,Coupe,23000.0,1900.0,Diesel,Manual,800.0,22,1045.4545454545455
4831,Alfa Romeo,Rare,2010,Sedan,165000.0,2400.0,Diesel,Automatic,5750.0,12,13750.0
4832,Mazda,Rare,2018,Crossover,37000.0,2000.0,Petrol,Automatic,18700.0,4,9250.0
4833,Volkswagen,Rare,2016,Minivan,187000.0,2000.0,Diesel,Automatic,21700.0,6,31166.666666666668
4834,Volkswagen,Passat,1998,Sedan,362000.0,1900.0,Diesel,Automatic,3400.0,24,15083.333333333334
4835,Volkswagen,Rare,2016,Minivan,220000.0,2000.0,Diesel,Automatic,17700.0,6,36666.66666666666
4836,Nissan,Rare,2012,SUV,140000.0,2499.0,Diesel,Automatic,10500.0,10,14000.0
4837,Nissan,Rare,2016,Sedan,36000.0,1800.0,Petrol,Automatic,11000.0,6,6000.0
4838,Dodge,Rare,2017,Pickup,57000.0,3600.0,Petrol,Automatic,26800.0,5,11400.0
4839,Nissan,Juke,2014,Crossover,61000.0,1600.0,Petrol,Automatic,10900.0,8,7625.0
4840,Volkswagen,Golf,2015,Hatchback,112000.0,2000.0,Petrol,Automatic,14200.0,7,16000.0
4841,Volkswagen,Touareg,2012,SUV,215000.0,3000.0,Diesel,Automatic,22500.0,10,21500.0
4842,Volkswagen,Passat,2006,Universal,210000.0,2000.0,Diesel,Automatic,2000.0,16,13125.0
4843,Ford,Fusion,2016,Sedan,25000.0,2700.0,Petrol,Automatic,14800.0,6,4166.666666666667
4844,Audi,A8,2017,Sedan,22000.0,3000.0,Petrol,Automatic,34800.0,5,4400.0
4845,Nissan,Qashqai,2011,Crossover,192800.0,1500.0,Diesel,Manual,8400.0,11,17527.272727272728
4846,Skoda,Superb,2009,Sedan,229000.0,2000.0,Diesel,Automatic,11000.0,13,17615.384615384617
4847,Mercedes,Rare,2008,Universal,170000.0,2998.0,Petrol,Automatic,12500.0,14,12142.857142857143
4848,Lexus,GS Series,2014,Sedan,160000.0,2500.0,Hybrid,Automatic,18300.0,8,20000.0
4849,Mercedes,A Class,2006,Hatchback,210000.0,1500.0,Metan/Propan,Automatic,5300.0,16,13125.0
4850,BMW,5 Series,2015,Universal,169000.0,525.0,Diesel,Automatic,19999.0,7,24142.85714285714
4851,Mercedes,B Class,2008,Hatchback,220000.0,1800.0,Diesel,Automatic,3500.0,14,15714.285714285714
4852,Mercedes,S Class,2011,Sedan,170000.0,2987.0,Diesel,Automatic,21900.0,11,15454.545454545454
4853,Nissan,Rare,2005,SUV,209000.0,3000.0,Diesel,Automatic,16000.0,17,12294.117647058823
4854,Nissan,Almera,2005,Hatchback,235000.0,1500.0,Petrol,Manual,3200.0,17,13823.529411764706
4855,BMW,Rare,2018,Coupe,12000.0,3000.0,Petrol,Automatic,36500.0,4,3000.0
4856,BMW,3 Series,2007,Sedan,240000.0,2000.0,Petrol,Manual,6999.0,15,16000.0
4857,Opel,Insignia,2011,Sedan,121000.0,1800.0,Petrol,Manual,8500.0,11,11000.0
4858,Opel,Zafira,2000,Universal,3350.0,200.0,Diesel,Manual,3350.0,22,152.27272727272728
4859,Dacia,Logan,2008,Universal,350000.0,1500.0,Diesel,Manual,3700.0,14,25000.0
4860,Lexus,RX Series,2007,Crossover,211300.0,3311.0,Hybrid,Automatic,4500.0,15,14086.666666666666
4861,Rare,Rare,2017,Hatchback,58000.0,1200.0,Petrol,Automatic,4800.0,5,11600.0
4862,Toyota,Corolla,2005,Hatchback,20000.0,1500.0,Diesel,Manual,1000.0,17,1176.470588235294
4863,Hyundai,Santa FE,2014,Crossover,135000.0,2000.0,Petrol,Automatic,15799.0,8,16875.0
4864,Skoda,Octavia,2016,Sedan,198000.0,1600.0,Diesel,Manual,11999.0,6,33000.0
4865,BMW,X5,2008,SUV,184000.0,3000.0,Diesel,Automatic,17600.0,14,13142.857142857143
4866,Nissan,Juke,2011,Crossover,170000.0,1600.0,Petrol,Automatic,8900.0,11,15454.545454545454
4867,BMW,X3,2014,Crossover,73000.0,2979.0,Petrol,Automatic,22500.0,8,9125.0
4868,Mercedes,B Class,2006,Hatchback,400000.0,2000.0,Diesel,Automatic,6449.0,16,25000.0
4869,BMW,X5,2000,Crossover,332000.0,3000.0,Metan/Propan,Automatic,8999.0,22,15090.90909090909
4870,Opel,Astra,2011,Universal,198625.0,1300.0,Diesel,Manual,5600.0,11,18056.81818181818
4871,Renault,Talisman,2016,Universal,168000.0,1500.0,Diesel,Automatic,13499.0,6,28000.0
4872,Nissan,Rare,2012,Minivan,111000.0,2300.0,Diesel,Manual,16700.0,10,11100.0
4873,Volkswagen,Passat,2002,Sedan,20000.0,2000.0,Petrol,Manual,2000.0,20,1000.0
4874,Mercedes,Rare,2013,SUV,187000.0,3000.0,Diesel,Automatic,31500.0,9,20777.777777777777
4875,Toyota,Rav 4,2016,Crossover,158000.0,2500.0,Hybrid,Automatic,20699.0,6,26333.33333333333
4876,Hyundai,Santa FE,2013,SUV,60000.0,2000.0,Diesel,Automatic,15999.0,9,6666.666666666667
4877,Skoda,Octavia,2007,Hatchback,384000.0,1900.0,Diesel,Automatic,7300.0,15,25600.0
4878,Skoda,Octavia,2020,Universal,21500.0,1400.0,Petrol,Automatic,18500.0,2,10750.0
4879,BMW,X5,2004,SUV,300000.0,2993.0,Diesel,Automatic,3000.0,18,16666.666666666668
4880,Audi,A8,2013,Sedan,112000.0,1996.0,Hybrid,Automatic,19700.0,9,12444.444444444443
4881,Toyota,Auris,2016,Universal,180000.0,1800.0,Hybrid,Automatic,9900.0,6,30000.0
4882,Chrysler,Rare,1999,Minivan,250000.0,2500.0,Diesel,Manual,2500.0,23,10869.565217391304
4883,Skoda,Fabia,2015,Universal,171000.0,1400.0,Diesel,Manual,7199.0,7,24428.571428571428
4884,Dacia,Logan Mcv,2018,Universal,72000.0,898.0,Petrol,Manual,8400.0,4,18000.0
4885,Mercedes,Rare,2007,Universal,250900.0,2987.0,Diesel,Automatic,5500.0,15,16726.666666666668
4886,Dacia,Rare,2017,Hatchback,38000.0,898.0,Petrol,Manual,7000.0,5,7600.0
4887,BMW,5 Series,2000,Sedan,290450.0,200.0,Diesel,Manual,4700.0,22,13202.272727272728
4888,Nissan,Qashqai+2,2008,Crossover,145000.0,2000.0,Petrol,Manual,6500.0,14,10357.142857142857
4889,Honda,Accord,2014,Sedan,150000.0,2000.0,Hybrid,Automatic,12490.0,8,18750.0
4890,Toyota,Auris,2008,Hatchback,280000.0,1400.0,Diesel,Manual,5550.0,14,20000.0
4891,Renault,Megane,2008,Universal,301362.0,1500.0,Diesel,Manual,4300.0,14,21525.85714285714
4892,Dacia,Logan,2011,Sedan,300000.0,1200.0,Metan/Propan,Manual,2500.0,11,27272.727272727272
4893,Volkswagen,Polo,2007,Hatchback,222000.0,1400.0,Petrol,Manual,4099.0,15,14800.0
4894,Volkswagen,Passat,1996,Universal,360000.0,2000.0,Metan/Propan,Manual,2000.0,26,13846.153846153846
4895,Skoda,Rare,2014,Crossover,170000.0,1800.0,Petrol,Automatic,11200.0,8,21250.0
4896,Volkswagen,Tiguan,2009,SUV,188000.0,1998.0,Diesel,Automatic,9000.0,13,14461.53846153846
4897,Mercedes,Vito,2008,Minivan,260000.0,2200.0,Diesel,Manual,6699.0,14,18571.42857142857
4898,Land Rover,Range Rover,2014,SUV,117000.0,3000.0,Diesel,Automatic,47990.0,8,14625.0
4899,Lexus,RX Series,2004,Crossover,255000.0,3000.0,Metan/Propan,Automatic,9200.0,18,14166.666666666666
4900,Lexus,RX Series,1999,SUV,240800.0,3000.0,Metan/Propan,Automatic,5800.0,23,10469.565217391304
4901,Mercedes,S Class,2014,Sedan,98000.0,2998.0,Diesel,Automatic,47300.0,8,12250.0
4902,Jeep,Rare,2002,SUV,169422.0,2500.0,Diesel,Manual,10000.0,20,8471.1
4903,Toyota,Rare,1994,Hatchback,372000.0,1600.0,Metan/Propan,Manual,2100.0,28,13285.714285714286
4904,Toyota,Auris,2009,Sedan,193000.0,1400.0,Diesel,Manual,5700.0,13,14846.153846153846
4905,Honda,CR-V,2012,Universal,200000.0,2200.0,Diesel,Automatic,13200.0,10,20000.0
4906,Chevrolet,Rare,2006,Sedan,195000.0,1400.0,Petrol,Automatic,3000.0,16,12187.5
4907,Volkswagen,Touran,2009,Minivan,178208.0,1400.0,Petrol,Manual,7000.0,13,13708.307692307691
4908,Dacia,Logan,2008,Sedan,380587.0,1395.0,Metan/Propan,Manual,2600.0,14,27184.785714285717
4909,Toyota,Rare,2012,SUV,110000.0,2700.0,Petrol,Automatic,17000.0,10,11000.0
4910,Ford,Fusion,2014,Sedan,202000.0,2000.0,Hybrid,Automatic,11500.0,8,25250.0
4911,Lexus,Es Series,2016,Sedan,67300.0,2500.0,Hybrid,Automatic,26400.0,6,11216.666666666666
4912,Toyota,Corolla Verso,2008,Minivan,200000.0,2200.0,Diesel,Manual,7000.0,14,14285.714285714286
4913,Lexus,RX Series,2005,Crossover,280000.0,3000.0,Metan/Propan,Automatic,8500.0,17,16470.58823529412
4914,Dacia,Logan,2011,Universal,235000.0,1500.0,Diesel,Manual,5500.0,11,21363.636363636364
4915,Hyundai,Santa FE,2017,SUV,130860.0,2199.0,Diesel,Automatic,21500.0,5,26172.0
4916,Peugeot,Rare,2007,Sedan,297000.0,2200.0,Diesel,Manual,3500.0,15,19800.0
4917,Opel,Zafira,2004,Roadster,480000.0,1800.0,Metan/Propan,Manual,4000.0,18,26666.666666666668
4918,BMW,X6,2013,SUV,135000.0,3000.0,Diesel,Automatic,32000.0,9,15000.0
4919,Volkswagen,Jetta,2014,Sedan,90000.0,200.0,Diesel,Automatic,11200.0,8,11250.0
4920,Volkswagen,Tiguan,2017,Crossover,100000.0,2000.0,Petrol,Automatic,12700.0,5,20000.0
4921,Volvo,S60,2015,Sedan,57500.0,1600.0,Diesel,Automatic,15500.0,7,8214.285714285714
4922,Toyota,Avensis,2009,Universal,210000.0,2200.0,Diesel,Automatic,8800.0,13,16153.846153846154
4923,Renault,Megane,2011,Universal,20000.0,1500.0,Diesel,Manual,5800.0,11,1818.1818181818185
4924,Toyota,Auris,2014,Universal,232900.0,1400.0,Diesel,Manual,9300.0,8,29112.5
4925,BMW,X5,2004,Crossover,240000.0,3000.0,Metan/Propan,Automatic,8700.0,18,13333.333333333334
4926,Citroen,Rare,2000,Sedan,50000.0,1800.0,Petrol,Manual,1200.0,22,2272.7272727272725
4927,Mercedes,Vito,2010,Microvan,239352.0,2148.0,Diesel,Manual,8000.0,12,19946.0
4928,Peugeot,Rare,2001,Minivan,111111.0,1900.0,Diesel,Manual,1650.0,21,5291.0
4929,Mercedes,E Class,2014,Sedan,158000.0,2000.0,Petrol,Automatic,18000.0,8,19750.0
4930,Mercedes,S Class,1998,Sedan,350000.0,4200.0,Petrol,Automatic,3750.0,24,14583.333333333334
4931,KIA,Rio,2006,Sedan,193415.0,1500.0,Diesel,Manual,3650.0,16,12088.4375
4932,Peugeot,Rare,2013,Sedan,180000.0,2000.0,Hybrid,Automatic,11850.0,9,20000.0
4933,Volkswagen,Rare,2011,Minivan,145000.0,1968.0,Diesel,Automatic,17800.0,11,13181.818181818182
4934,Dacia,Sandero,2013,Hatchback,122213.0,898.0,Petrol,Manual,4100.0,9,13579.222222222224
4935,Volkswagen,Tiguan,2017,Crossover,168000.0,2000.0,Diesel,Automatic,19600.0,5,33600.0
4936,Skoda,Octavia,2012,Universal,140000.0,1200.0,Petrol,Automatic,7500.0,10,14000.0
4937,BMW,Rare,2006,Coupe,161000.0,3000.0,Metan/Propan,Automatic,12500.0,16,10062.5
4938,Mitsubishi,Outlander,2014,Crossover,175000.0,2000.0,Plug-in Hybrid,Automatic,12300.0,8,21875.0
4939,KIA,Sorento,2016,SUV,40000.0,1995.0,Diesel,Automatic,15000.0,6,6666.666666666667
4940,Mercedes,E Class,2006,Sedan,275000.0,2200.0,Diesel,Automatic,12500.0,16,17187.5
4941,Volkswagen,Transporter,2002,Minivan,251000.0,2500.0,Diesel,Manual,5500.0,20,12550.0
4942,Skoda,Octavia,2012,Hatchback,142000.0,1197.0,Petrol,Manual,6399.0,10,14200.0
4943,Lexus,NX Series,2014,Crossover,110000.0,2500.0,Hybrid,Automatic,26500.0,8,13750.0
4944,Volvo,XC90,2005,Crossover,24500.0,2400.0,Diesel,Automatic,8500.0,17,1441.1764705882354
4945,Toyota,Avalon,2016,Sedan,72000.0,2500.0,Hybrid,Automatic,18500.0,6,12000.0
4946,BMW,3 Series,2003,Sedan,300000.0,2000.0,Metan/Propan,Manual,5200.0,19,15789.473684210529
4947,Toyota,Land Cruiser Prado,2007,SUV,300000.0,3000.0,Diesel,Automatic,14800.0,15,20000.0
4948,Porsche,Cayenne,2012,SUV,125000.0,3000.0,Diesel,Automatic,34500.0,10,12500.0
4949,Jeep,Rare,2015,SUV,180000.0,2000.0,Diesel,Automatic,18500.0,7,25714.285714285717
4950,Peugeot,Rare,2011,Hatchback,33000.0,1400.0,Petrol,Manual,5500.0,11,3000.0
4951,Audi,A4,2008,Sedan,136000.0,2000.0,Diesel,Manual,9000.0,14,9714.285714285714
4952,BMW,X3,2006,SUV,156000.0,2000.0,Petrol,Manual,8000.0,16,9750.0
4953,Renault,Megane,2005,Universal,290000.0,1500.0,Diesel,Manual,3100.0,17,17058.823529411766
4954,Honda,CR-V,2013,Crossover,120000.0,2200.0,Diesel,Automatic,18200.0,9,13333.333333333334
4955,Skoda,Rare,2008,Universal,260000.0,1400.0,Diesel,Manual,4450.0,14,18571.42857142857
4956,Opel,Vectra,2003,Universal,234751.0,1800.0,Petrol,Manual,3200.0,19,12355.315789473683
4957,Renault,Megane,2015,Universal,120000.0,1500.0,Diesel,Automatic,8600.0,7,17142.85714285714
4958,Lexus,RX Series,2012,SUV,181000.0,3500.0,Hybrid,Automatic,27000.0,10,18100.0
4959,Ford,C-Max,2014,Universal,69000.0,1000.0,Petrol,Manual,6500.0,8,8625.0
4960,Toyota,Land Cruiser Prado,2009,SUV,180000.0,3000.0,Diesel,Automatic,22500.0,13,13846.153846153846
4961,Volkswagen,Touran,2012,Minivan,139000.0,1400.0,Metan/Propan,Automatic,9000.0,10,13900.0
4962,Toyota,Auris,2014,Universal,171000.0,1400.0,Diesel,Manual,8500.0,8,21375.0
4963,BMW,3 Series,2000,Coupe,148000.0,1991.0,Petrol,Automatic,7100.0,22,6727.272727272727
4964,Honda,CR-V,2013,Crossover,165000.0,2200.0,Diesel,Automatic,16900.0,9,18333.33333333333
4965,Lexus,CT Series,2011,Hatchback,141159.0,1800.0,Hybrid,Automatic,11500.0,11,12832.636363636364
4966,Skoda,Superb,2018,Sedan,50000.0,2000.0,Petrol,Automatic,27800.0,4,12500.0
4967,BMW,5 Series,2006,Sedan,250000.0,2997.0,Diesel,Automatic,6999.0,16,15625.0
4968,Skoda,Rare,2018,SUV,60000.0,2000.0,Diesel,Automatic,28500.0,4,15000.0
4969,Land Rover,Range Rover,1999,SUV,290000.0,4600.0,Metan/Propan,Automatic,3800.0,23,12608.695652173914
4970,Mercedes,Rare,2014,Sedan,180000.0,200.0,Diesel,Automatic,16900.0,8,22500.0
4971,Seat,Ibiza,2011,Hatchback,193000.0,1200.0,Diesel,Manual,4900.0,11,17545.454545454544
4972,Infiniti,Rare,2014,SUV,115000.0,2498.0,Hybrid,Automatic,20900.0,8,14375.0
4973,Volkswagen,Polo,1995,Hatchback,350000.0,1300.0,Petrol,Manual,1500.0,27,12962.962962962964
4974,Volkswagen,Touran,2013,Universal,144444.0,1390.0,Metan/Propan,Automatic,7999.0,9,16049.333333333334
4975,Volkswagen,Polo,2001,Hatchback,265000.0,1400.0,Diesel,Manual,2900.0,21,12619.047619047618
